"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"FKVG","Ecuador","EC","","","Compañía en Comandita Simple y dividida por acciones","Spanish","es","Compañía en Comandita Simple y dividida por acciones","CCSDA","","2020-06-10","ACTV","","",""
"J3T2","Ecuador","EC","","","Compañía Anónima","Spanish","es","Compañía Anónima","SA","","2020-06-10","ACTV","","",""
"N9QH","Ecuador","EC","","","Compañía de Economía Mixta","Spanish","es","Compañía de Economía Mixta","CEMIX","","2020-06-10","ACTV","","",""
"XOAD","Ecuador","EC","","","Compañía de Responsabilidad Limitada","Spanish","es","Compañía de Responsabilidad Limitada","CIA LTDA","","2020-06-10","ACTV","","",""
"1NKP","Estonia","EE","","","Sihtasutus","Estonian","et","Sihtasutus","SA","","2017-11-30","ACTV","","",""
"3UPJ","Estonia","EE","","","Füüsilisest isikust ettevõtja","Estonian","et","Füüsilisest isikust ettevõtja","FIE","","2017-11-30","ACTV","","",""
"6I0P","Estonia","EE","","","Hooneühistu","Estonian","et","Hooneühistu","HÜ","","2017-11-30","ACTV","","",""
"752Q","Estonia","EE","","","Euroopa äriühing","Estonian","et","Euroopa äriühing","SE","","2017-11-30","ACTV","","",""
"8ZQE","Estonia","EE","","","Korteriühistu","Estonian","et","Korteriühistu","KÜ","","2017-11-30","ACTV","","",""
"9LJA","Estonia","EE","","","Aktsiaselts","Estonian","et","Aktsiaselts","AS","","2017-11-30","ACTV","","",""
"CKOS","Estonia","EE","","","Usuline ühendus","Estonian","et","Usuline ühendus","","","2017-11-30","ACTV","","",""
"GA3A","Estonia","EE","","","Erakond","Estonian","et","Erakond","","","2017-11-30","ACTV","","",""
"I1UP","Estonia","EE","","","Täisühing","Estonian","et","Täisühing","TÜ","","2017-11-30","ACTV","","",""
"J34T","Estonia","EE","","","Ametiühing","Estonian","et","Ametiühing","AÜ","","2017-11-30","ACTV","","",""
"JC0Y","Estonia","EE","","","Osaühing","Estonian","et","Osaühing","OÜ","","2017-11-30","ACTV","","",""
"LA47","Estonia","EE","","","Euroopa majandushuviühing","Estonian","et","Euroopa majandushuviühing","EMHÜ","","2017-11-30","ACTV","","",""
"LVEQ","Estonia","EE","","","Usaldusühing","Estonian","et","Usaldusühing","UÜ","","2017-11-30","ACTV","","",""
"PMOF","Estonia","EE","","","Loomeliit","Estonian","et","Loomeliit","","","2017-11-30","ACTV","","",""
"PRTB","Estonia","EE","","","Mittetulundusühing","Estonian","et","Mittetulundusühing","MTÜ","","2017-11-30","ACTV","","",""
"RXTT","Estonia","EE","","","Euroopa ühistu","Estonian","et","Euroopa ühistu","SCE","","2017-11-30","ACTV","","",""
"VSEV","Estonia","EE","","","Tulundusühistu","Estonian","et","Tulundusühistu","TÜH","","2017-11-30","ACTV","","",""
"1AFG","Finland","FI","","","Muu yhtiö","Finnish","fi","Muu yhtiö","","","2019-07-05","ACTV","","",""
"1AFG","Finland","FI","","","Annat bolag","Swedish","sv","Annat bolag","","","2019-07-05","ACTV","","",""
"1YIR","Finland","FI","","","Metsänhoitoyhdistys","Finnish","fi","Metsänhoitoyhdistys","","","2019-07-05","ACTV","","",""
"1YIR","Finland","FI","","","Skogsvårdsförening","Swedish","sv","Skogsvårdsförening","","","2019-07-05","ACTV","","",""
"2RK5","Finland","FI","","","Kunta","Finnish","fi","Kunta","","","2019-07-05","ACTV","","",""
"2RK5","Finland","FI","","","Kommun","Swedish","sv","Kommun","","","2019-07-05","ACTV","","",""
"37GR","Finland","FI","","","Elinkeinoyhtymä","Finnish","fi","Elinkeinoyhtymä","","","2019-07-05","ACTV","","",""
"37GR","Finland","FI","","","Näringssammanslutning","Swedish","sv","Näringssammanslutning","","","2019-07-05","ACTV","","",""
"4H61","Finland","FI","","","Keskinäinen vakuutusyhtiö","Finnish","fi","Keskinäinen vakuutusyhtiö","","","2019-07-05","ACTV","","",""
"4H61","Finland","FI","","","Ömsesidigt försäkringsbolag","Swedish","sv","Ömsesidigt försäkringsbolag","","","2019-07-05","ACTV","","",""
"5WI2","Finland","FI","","","Eläkesäätiö","Finnish","fi","Eläkesäätiö","","","2019-07-05","ACTV","","",""
"5WI2","Finland","FI","","","Pensionsstiftelse","Swedish","sv","Pensionsstiftelse","","","2019-07-05","ACTV","","",""
"6PEQ","Finland","FI","","","Paikallisyhteisö","Finnish","fi","Paikallisyhteisö","","","2020-06-10","ACTV","","",""
"6PEQ","Finland","FI","","","Lokalsamfund","Swedish","sv","Lokalsamfund","","","2020-06-10","ACTV","","",""
"760X","Finland","FI","","","Muu yhdistys","Finnish","fi","Muu yhdistys","","","2019-07-05","ACTV","","",""
"760X","Finland","FI","","","Annan förening","Swedish","sv","Annan förening","","","2019-07-05","ACTV","","",""
"883O","Finland","FI","","","Sivuliike","Finnish","fi","Sivuliike","","","2019-07-05","ACTV","","",""
"883O","Finland","FI","","","Filial","Swedish","sv","Filial","","","2019-07-05","ACTV","","",""
"8HGS","Finland","FI","","","Erityislainsäädäntöön perustuva yhdistys","Finnish","fi","Erityislainsäädäntöön perustuva yhdistys","","","2019-07-05","ACTV","","",""
"8HGS","Finland","FI","","","Förening som grundar sig på speciallagstiftning","Swedish","sv","Förening som grundar sig på speciallagstiftning","","","2019-07-05","ACTV","","",""
"8WJ7","Finland","FI","","","Keskinäinen kiinteistöosakeyhtiö","Finnish","fi","Keskinäinen kiinteistöosakeyhtiö","","","2019-07-05","ACTV","","",""
"8WJ7","Finland","FI","","","Ömsesidigt fastighetsaktiebolag","Swedish","sv","Ömsesidigt fastighetsaktiebolag","","","2019-07-05","ACTV","","",""
"97PB","Finland","FI","","","Vakuutuskassa","Finnish","fi","Vakuutuskassa","","","2019-07-05","ACTV","","",""
"97PB","Finland","FI","","","Försäkringskassa","Swedish","sv","Försäkringskassa","","","2019-07-05","ACTV","","",""
"9AUC","Finland","FI","","","Vakuutusyhdistys","Finnish","fi","Vakuutusyhdistys","","","2019-07-05","ACTV","","",""
"9AUC","Finland","FI","","","Försäkringsförening","Swedish","sv","Försäkringsförening","","","2019-07-05","ACTV","","",""
"AUPV","Finland","FI","","","Muu kiinteistöosakeyhtiö","Finnish","fi","Muu kiinteistöosakeyhtiö","","","2019-07-05","ACTV","","",""
"AUPV","Finland","FI","","","Annat fastighetsaktiebolag","Swedish","sv","Annat fastighetsaktiebolag","","","2019-07-05","ACTV","","",""
"BKQO","Finland","FI","","","Valtio ja sen laitokset","Finnish","fi","Valtio ja sen laitokset","","","2019-07-05","ACTV","","",""
"BKQO","Finland","FI","","","Staten och dess inrättningar","Swedish","sv","Staten och dess inrättningar","","","2019-07-05","ACTV","","",""
"BKVI","Finland","FI","","","Hypoteekkiyhdistys","Finnish","fi","Hypoteekkiyhdistys","","","2019-07-05","ACTV","","",""
"BKVI","Finland","FI","","","Hypoteksförening","Swedish","sv","Hypoteksförening","","","2019-07-05","ACTV","","",""
"BQ19","Finland","FI","","","Laivanisännistöyhtiö","Finnish","fi","Laivanisännistöyhtiö","","","2019-07-05","ACTV","","",""
"BQ19","Finland","FI","","","Rederibolag","Swedish","sv","Rederibolag","","","2019-07-05","ACTV","","",""
"C51L","Finland","FI","","","Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka","Finnish","fi","Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka","","","2019-07-05","ACTV","","",""
"C51L","Finland","FI","","","Filial för en europeisk ekonomisk intressegrupp","Swedish","sv","Filial för en europeisk ekonomisk intressegrupp","","","2019-07-05","ACTV","","",""
"DAFV","Finland","FI","","","Vakuutusosakeyhtiö","Finnish","fi","Vakuutusosakeyhtiö","","","2019-07-05","ACTV","","",""
"DAFV","Finland","FI","","","Försäkringsaktiebolag","Swedish","sv","Försäkringsaktiebolag","","","2019-07-05","ACTV","","",""
"DKUW","Finland","FI","","","Osakeyhtiö","Finnish","fi","Osakeyhtiö","oy","","2019-07-05","ACTV","","",""
"DKUW","Finland","FI","","","Aktiebolag","Swedish","sv","Aktiebolag","ab","","2019-07-05","ACTV","","",""
"DL9Z","Finland","FI","","","Ulkomainen yhteisö","Finnish","fi","Ulkomainen yhteisö","","","2019-07-05","ACTV","","",""
"DL9Z","Finland","FI","","","Utländskt samfund","Swedish","sv","Utländskt samfund","","","2019-07-05","ACTV","","",""
"DMT8","Finland","FI","","","Työeläkekassa","Finnish","fi","Työeläkekassa","","","2019-07-05","ACTV","","",""
"DMT8","Finland","FI","","","Arbetspensionskassa","Swedish","sv","Arbetspensionskassa","","","2019-07-05","ACTV","","",""
"EDN7","Finland","FI","","","Taloudellinen yhdistys","Finnish","fi","Taloudellinen yhdistys","","","2019-07-05","ACTV","","",""
"EDN7","Finland","FI","","","Ekonomisk förening","Swedish","sv","Ekonomisk förening","","","2019-07-05","ACTV","","",""
"EDZP","Finland","FI","","","Ylioppilaskunta tai osakunta","Finnish","fi","Ylioppilaskunta tai osakunta","","","2019-07-05","ACTV","","",""
"EDZP","Finland","FI","","","Studentkår eller studentnation","Swedish","sv","Studentkår eller studentnation","","","2019-07-05","ACTV","","",""
"EE90","Finland","FI","","","Osuuskunta","Finnish","fi","Osuuskunta","osk","","2019-07-05","ACTV","","",""
"EE90","Finland","FI","","","Andelslag","Swedish","sv","Andelslag","anl","","2019-07-05","ACTV","","",""
"EMC8","Finland","FI","","","Muu taloudellinen yhdistys","Finnish","fi","Muu taloudellinen yhdistys","","","2019-07-05","ACTV","","",""
"EMC8","Finland","FI","","","Annan ekonomisk förening","Swedish","sv","Annan ekonomisk förening","","","2019-07-05","ACTV","","",""
"HBR3","Finland","FI","","","Julkinen keskinäinen vakuutusyhtiö","Finnish","fi","Julkinen keskinäinen vakuutusyhtiö","","","2019-07-05","ACTV","","",""
"HBR3","Finland","FI","","","Publikt ömsesidigt försäkringsaktiebolag","Swedish","sv","Publikt ömsesidigt försäkringsaktiebolag","","","2019-07-05","ACTV","","",""
"HEOB","Finland","FI","","","Kommandiittiyhtiö","Finnish","fi","Kommandiittiyhtiö","ky","","2019-07-05","ACTV","","",""
"HEOB","Finland","FI","","","Kommanditbolag","Swedish","sv","Kommanditbolag","kb","","2019-07-05","ACTV","","",""
"HNWB","Finland","FI","","","Eurooppalainen taloudellinen etuyhtymä","Finnish","fi","Eurooppalainen taloudellinen etuyhtymä","ETEY","","2019-07-05","ACTV","abbreviation added","2021-09-23","addition of abbreviation"
"HNWB","Finland","FI","","","Europeisk ekonomisk intresseguppering","Swedish","sv","Europeisk ekonomisk intresseguppering","EEIG","","2019-07-05","ACTV","abbreviation added","2021-09-23","addition of abbreviation"
"HTT9","Finland","FI","","","Erillishallinnollinen valtion laitos","Finnish","fi","Erillishallinnollinen valtion laitos","","","2019-07-05","ACTV","","",""
"HTT9","Finland","FI","","","Statlig inrättning med separat förvaltning","Swedish","sv","Statlig inrättning med separat förvaltning","","","2019-07-05","ACTV","","",""
"IX7U","Finland","FI","","","Asukashallintoalue","Finnish","fi","Asukashallintoalue","","","2019-07-05","ACTV","","",""
"IX7U","Finland","FI","","","Boendeförvaltningsområde","Swedish","sv","Boendeförvaltningsområde","","","2019-07-05","ACTV","","",""
"IYF9","Finland","FI","","","Evankelis-luterilainen kirkko","Finnish","fi","Evankelis-luterilainen kirkko","","","2019-07-05","ACTV","","",""
"IYF9","Finland","FI","","","Ev.luth. kyrkan","Swedish","sv","Ev.luth. kyrkan","","","2019-07-05","ACTV","","",""
"JI3A","Finland","FI","","","Keskinäinen vahinkovakuutusyhdistys","Finnish","fi","Keskinäinen vahinkovakuutusyhdistys","","","2019-07-05","ACTV","","",""
"JI3A","Finland","FI","","","Ömsesidigt skadeförsäkringsförening","Swedish","sv","Ömsesidigt skadeförsäkringsförening","","","2019-07-05","ACTV","","",""
"K09E","Finland","FI","","","Yksityinen elinkeinonharjoittaja","Finnish","fi","Yksityinen elinkeinonharjoittaja","","","2019-07-05","ACTV","","",""
"K09E","Finland","FI","","","Enskild näringsidkare","Swedish","sv","Enskild näringsidkare","","","2019-07-05","ACTV","","",""
"K2G8","Finland","FI","","","Muut oikeushenkilöt","Finnish","fi","Muut oikeushenkilöt","","","2019-07-05","ACTV","","",""
"K2G8","Finland","FI","","","Övriga juridiska personer","Swedish","sv","Övriga juridiska personer","","","2019-07-05","ACTV","","",""
"K6VE","Finland","FI","","","Julkinen osakeyhtiö","Finnish","fi","Julkinen osakeyhtiö","oyj","","2019-07-05","ACTV","","",""
"K6VE","Finland","FI","","","Publikt aktiebolag","Swedish","sv","Publikt aktiebolag","abp","","2019-07-05","ACTV","","",""
"KHI5","Finland","FI","","","Julkinen vakuutusosakeyhtiö","Finnish","fi","Julkinen vakuutusosakeyhtiö","","","2019-07-05","ACTV","","",""
"KHI5","Finland","FI","","","Publikt försäkringsaktiebolag","Swedish","sv","Publikt försäkringsaktiebolag","","","2019-07-05","ACTV","","",""
"L7XJ","Finland","FI","","","Paliskunta","Finnish","fi","Paliskunta","","","2019-07-05","ACTV","","",""
"L7XJ","Finland","FI","","","Renbeteslag","Swedish","sv","Renbeteslag","","","2019-07-05","ACTV","","",""
"LBQS","Finland","FI","","","Muu yhteisvastuullinen pidätysvelvollinen","Finnish","fi","Muu yhteisvastuullinen pidätysvelvollinen","","","2019-07-05","ACTV","","",""
"LBQS","Finland","FI","","","Annan solidariskt ansvarig innehållningspliktig","Swedish","sv","Annan solidariskt ansvarig innehållningspliktig","","","2019-07-05","ACTV","","",""
"MBPY","Finland","FI","","","Asumisoikeusyhdistys","Finnish","fi","Asumisoikeusyhdistys","","","2019-07-05","ACTV","","",""
"MBPY","Finland","FI","","","Boenderättsförening","Swedish","sv","Boenderättsförening","","","2019-07-05","ACTV","","",""
"MRW9","Finland","FI","","","Muu julkisoikeudellinen oikeushenkilö","Finnish","fi","Muu julkisoikeudellinen oikeushenkilö","","","2019-07-05","ACTV","","",""
"MRW9","Finland","FI","","","Annan offentligrättslig juridisk person","Swedish","sv","Annan offentligrättslig juridisk person","","","2019-07-05","ACTV","","",""
"N3LC","Finland","FI","","","Rekisteröity uskonnollinen yhdyskunta","Finnish","fi","Rekisteröity uskonnollinen yhdyskunta","","","2019-07-05","ACTV","","",""
"N3LC","Finland","FI","","","Registrerat religiöst samfund","Swedish","sv","Registrerat religiöst samfund","","","2019-07-05","ACTV","","",""
"NV7C","Finland","FI","","","Muu säätiö","Finnish","fi","Muu säätiö","","","2019-07-05","ACTV","","",""
"NV7C","Finland","FI","","","Annan stiftelse","Swedish","sv","Annan stiftelse","","","2019-07-05","ACTV","","",""
"OXLO","Finland","FI","","","Valtion liikelaitos","Finnish","fi","Valtion liikelaitos","","","2019-07-05","ACTV","","",""
"OXLO","Finland","FI","","","Statlig affärsinrättning","Swedish","sv","Statlig affärsinrättning","","","2019-07-05","ACTV","","",""
"PPMX","Finland","FI","","","Avoin yhtiö","Finnish","fi","Avoin yhtiö","","","2019-07-05","ACTV","","",""
"PPMX","Finland","FI","","","Öppet bolag","Swedish","sv","Öppet bolag","","","2019-07-05","ACTV","","",""
"R39F","Finland","FI","","","Kauppakamari","Finnish","fi","Kauppakamari","","","2020-06-10","ACTV","","",""
"R39F","Finland","FI","","","Handelskammare","Swedish","sv","Handelskammare","","","2020-06-10","ACTV","","",""
"R5ZC","Finland","FI","","","Eurooppaosuuskunnan kiinteä toimipaikka","Finnish","fi","Eurooppaosuuskunnan kiinteä toimipaikka","","","2019-07-05","ACTV","","",""
"R5ZC","Finland","FI","","","Fast driftställe för europeisk kooperativ förening","Swedish","sv","Fast driftställe för europeisk kooperativ förening","","","2019-07-05","ACTV","","",""
"R6UB","Finland","FI","","","Verotusyhtymä","Finnish","fi","Verotusyhtymä","","","2019-07-05","ACTV","","",""
"R6UB","Finland","FI","","","Beskattningssammanslutning","Swedish","sv","Beskattningssammanslutning","","","2019-07-05","ACTV","","",""
"SDPE","Finland","FI","","","Työttömyyskassa","Finnish","fi","Työttömyyskassa","","","2019-07-05","ACTV","","",""
"SDPE","Finland","FI","","","Arbetslöshetskassa","Swedish","sv","Arbetslöshetskassa","","","2019-07-05","ACTV","","",""
"SJL9","Finland","FI","","","Osuuspankki","Finnish","fi","Osuuspankki","","","2019-07-05","ACTV","","",""
"SJL9","Finland","FI","","","Andelsbank","Swedish","sv","Andelsbank","","","2019-07-05","ACTV","","",""
"SKGX","Finland","FI","","","Yhteisetuudet","Finnish","fi","Yhteisetuudet","","","2019-07-05","ACTV","","",""
"SKGX","Finland","FI","","","Samfällda förmåner","Swedish","sv","Samfällda förmåner","","","2019-07-05","ACTV","","",""
"SQS1","Finland","FI","","","Ahvenanmaan maakunta ja sen virastot","Finnish","fi","Ahvenanmaan maakunta ja sen virastot","","","2019-07-05","ACTV","","",""
